partition,simulator_id,prospective_cluster_count,delta,control_response_lambda,failed_gates_json,replicate_count
discovery,joint_wild_cluster_rademacher,10,1.5,0.0,"[""complement_admissible_pass"",""effect_direction_reproduced_pass"",""target_contrast_positive_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",1
discovery,joint_wild_cluster_rademacher,10,1.5,0.25,"[""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",3024
discovery,joint_wild_cluster_rademacher,10,1.5,0.25,[],2203
discovery,joint_wild_cluster_rademacher,10,1.5,0.25,"[""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",559
discovery,joint_wild_cluster_rademacher,10,1.5,0.25,"[""effect_direction_reproduced_pass"",""target_contrast_positive_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",209
discovery,joint_wild_cluster_rademacher,10,1.5,0.25,"[""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",2
discovery,joint_wild_cluster_rademacher,10,1.5,0.25,"[""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",2
discovery,joint_wild_cluster_rademacher,10,1.5,0.25,"[""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",1
discovery,joint_wild_cluster_rademacher,10,1.5,0.5,"[""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",2939
discovery,joint_wild_cluster_rademacher,10,1.5,0.5,[],2134
discovery,joint_wild_cluster_rademacher,10,1.5,0.5,"[""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",526
discovery,joint_wild_cluster_rademacher,10,1.5,0.5,"[""effect_direction_reproduced_pass"",""target_contrast_positive_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",239
discovery,joint_wild_cluster_rademacher,10,1.5,0.5,"[""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",65
discovery,joint_wild_cluster_rademacher,10,1.5,0.5,"[""control_adjusted_contrast_pass""]",47
discovery,joint_wild_cluster_rademacher,10,1.5,0.5,"[""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",16
discovery,joint_wild_cluster_rademacher,10,1.5,0.5,"[""control_adjusted_contrast_pass"",""control_specificity_pass""]",16
discovery,joint_wild_cluster_rademacher,10,1.5,0.5,"[""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",14
discovery,joint_wild_cluster_rademacher,10,1.5,0.5,"[""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",4
discovery,joint_wild_cluster_rademacher,10,1.5,1.0,"[""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",1238
discovery,joint_wild_cluster_rademacher,10,1.5,1.0,"[""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",1003
discovery,joint_wild_cluster_rademacher,10,1.5,1.0,"[""control_adjusted_contrast_pass"",""control_specificity_pass""]",853
discovery,joint_wild_cluster_rademacher,10,1.5,1.0,"[""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",794
discovery,joint_wild_cluster_rademacher,10,1.5,1.0,[],679
discovery,joint_wild_cluster_rademacher,10,1.5,1.0,"[""control_adjusted_contrast_pass""]",659
discovery,joint_wild_cluster_rademacher,10,1.5,1.0,"[""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",242
discovery,joint_wild_cluster_rademacher,10,1.5,1.0,"[""effect_direction_reproduced_pass"",""target_contrast_positive_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",229
discovery,joint_wild_cluster_rademacher,10,1.5,1.0,"[""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",167
discovery,joint_wild_cluster_rademacher,10,1.5,1.0,"[""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",134
discovery,joint_wild_cluster_rademacher,10,1.5,1.0,"[""complement_admissible_pass"",""effect_direction_reproduced_pass"",""target_contrast_positive_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",1
discovery,joint_wild_cluster_rademacher,10,1.5,1.0,"[""complement_admissible_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",1
discovery,joint_wild_cluster_rademacher,10,2.0,0.0,"[""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",2991
discovery,joint_wild_cluster_rademacher,10,2.0,0.0,[],2222
discovery,joint_wild_cluster_rademacher,10,2.0,0.0,"[""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",561
discovery,joint_wild_cluster_rademacher,10,2.0,0.0,"[""effect_direction_reproduced_pass"",""target_contrast_positive_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",226
discovery,joint_wild_cluster_rademacher,10,2.0,0.25,"[""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",3030
discovery,joint_wild_cluster_rademacher,10,2.0,0.25,[],2214
discovery,joint_wild_cluster_rademacher,10,2.0,0.25,"[""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",536
discovery,joint_wild_cluster_rademacher,10,2.0,0.25,"[""effect_direction_reproduced_pass"",""target_contrast_positive_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",219
discovery,joint_wild_cluster_rademacher,10,2.0,0.25,"[""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",1
discovery,joint_wild_cluster_rademacher,10,2.0,0.5,"[""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",2982
discovery,joint_wild_cluster_rademacher,10,2.0,0.5,[],2185
discovery,joint_wild_cluster_rademacher,10,2.0,0.5,"[""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",509
discovery,joint_wild_cluster_rademacher,10,2.0,0.5,"[""effect_direction_reproduced_pass"",""target_contrast_positive_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",222
discovery,joint_wild_cluster_rademacher,10,2.0,0.5,"[""control_adjusted_contrast_pass""]",35
discovery,joint_wild_cluster_rademacher,10,2.0,0.5,"[""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",31
discovery,joint_wild_cluster_rademacher,10,2.0,0.5,"[""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",12
discovery,joint_wild_cluster_rademacher,10,2.0,0.5,"[""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",10
discovery,joint_wild_cluster_rademacher,10,2.0,0.5,"[""control_adjusted_contrast_pass"",""control_specificity_pass""]",10
discovery,joint_wild_cluster_rademacher,10,2.0,0.5,"[""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",4
discovery,joint_wild_cluster_rademacher,10,2.0,1.0,"[""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",1279
discovery,joint_wild_cluster_rademacher,10,2.0,1.0,"[""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",1000
discovery,joint_wild_cluster_rademacher,10,2.0,1.0,"[""control_adjusted_contrast_pass"",""control_specificity_pass""]",886
discovery,joint_wild_cluster_rademacher,10,2.0,1.0,"[""control_adjusted_contrast_pass""]",716
discovery,joint_wild_cluster_rademacher,10,2.0,1.0,"[""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",714
discovery,joint_wild_cluster_rademacher,10,2.0,1.0,[],629
discovery,joint_wild_cluster_rademacher,10,2.0,1.0,"[""effect_direction_reproduced_pass"",""target_contrast_positive_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",248
discovery,joint_wild_cluster_rademacher,10,2.0,1.0,"[""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",236
discovery,joint_wild_cluster_rademacher,10,2.0,1.0,"[""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",154
discovery,joint_wild_cluster_rademacher,10,2.0,1.0,"[""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",138
discovery,joint_wild_cluster_rademacher,12,0.0,0.0,"[""effect_direction_reproduced_pass"",""target_contrast_positive_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",6000
discovery,joint_wild_cluster_rademacher,12,0.25,0.0,"[""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",3016
discovery,joint_wild_cluster_rademacher,12,0.25,0.0,[],1592
discovery,joint_wild_cluster_rademacher,12,0.25,0.0,"[""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",590
discovery,joint_wild_cluster_rademacher,12,0.25,0.0,"[""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",465
discovery,joint_wild_cluster_rademacher,12,0.25,0.0,"[""effect_direction_reproduced_pass"",""target_contrast_positive_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",137
discovery,joint_wild_cluster_rademacher,12,0.25,0.0,"[""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",70
discovery,joint_wild_cluster_rademacher,12,0.25,0.0,"[""minimum_effect_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",65
discovery,joint_wild_cluster_rademacher,12,0.25,0.0,"[""minimum_effect_pass""]",62
discovery,joint_wild_cluster_rademacher,12,0.25,0.0,"[""minimum_effect_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",2
discovery,joint_wild_cluster_rademacher,12,0.25,0.0,"[""minimum_effect_pass"",""control_adjusted_contrast_pass""]",1
discovery,joint_wild_cluster_rademacher,12,0.25,0.25,"[""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",2949
discovery,joint_wild_cluster_rademacher,12,0.25,0.25,[],1602
discovery,joint_wild_cluster_rademacher,12,0.25,0.25,"[""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",556
discovery,joint_wild_cluster_rademacher,12,0.25,0.25,"[""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",331
discovery,joint_wild_cluster_rademacher,12,0.25,0.25,"[""effect_direction_reproduced_pass"",""target_contrast_positive_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",144
discovery,joint_wild_cluster_rademacher,12,0.25,0.25,"[""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",128
discovery,joint_wild_cluster_rademacher,12,0.25,0.25,"[""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",69
discovery,joint_wild_cluster_rademacher,12,0.25,0.25,"[""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",53
discovery,joint_wild_cluster_rademacher,12,0.25,0.25,"[""minimum_effect_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",46
discovery,joint_wild_cluster_rademacher,12,0.25,0.25,"[""minimum_effect_pass"",""control_adjusted_contrast_pass""]",33
discovery,joint_wild_cluster_rademacher,12,0.25,0.25,"[""control_adjusted_contrast_pass""]",25
discovery,joint_wild_cluster_rademacher,12,0.25,0.25,"[""minimum_effect_pass""]",24
discovery,joint_wild_cluster_rademacher,12,0.25,0.25,"[""minimum_effect_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",20
discovery,joint_wild_cluster_rademacher,12,0.25,0.25,"[""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",13
discovery,joint_wild_cluster_rademacher,12,0.25,0.25,"[""minimum_effect_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",5
discovery,joint_wild_cluster_rademacher,12,0.25,0.25,"[""minimum_effect_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",2
discovery,joint_wild_cluster_rademacher,12,0.25,0.5,"[""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",2282
discovery,joint_wild_cluster_rademacher,12,0.25,0.5,[],1302
discovery,joint_wild_cluster_rademacher,12,0.25,0.5,"[""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",671
discovery,joint_wild_cluster_rademacher,12,0.25,0.5,"[""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",468
discovery,joint_wild_cluster_rademacher,12,0.25,0.5,"[""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",275
discovery,joint_wild_cluster_rademacher,12,0.25,0.5,"[""control_adjusted_contrast_pass""]",253
discovery,joint_wild_cluster_rademacher,12,0.25,0.5,"[""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",233
discovery,joint_wild_cluster_rademacher,12,0.25,0.5,"[""effect_direction_reproduced_pass"",""target_contrast_positive_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",158
discovery,joint_wild_cluster_rademacher,12,0.25,0.5,"[""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",134
discovery,joint_wild_cluster_rademacher,12,0.25,0.5,"[""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",51
discovery,joint_wild_cluster_rademacher,12,0.25,0.5,"[""minimum_effect_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",45
discovery,joint_wild_cluster_rademacher,12,0.25,0.5,"[""minimum_effect_pass"",""control_adjusted_contrast_pass""]",37
discovery,joint_wild_cluster_rademacher,12,0.25,0.5,"[""minimum_effect_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",22
discovery,joint_wild_cluster_rademacher,12,0.25,0.5,"[""control_adjusted_contrast_pass"",""control_specificity_pass""]",19
discovery,joint_wild_cluster_rademacher,12,0.25,0.5,"[""minimum_effect_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",17
discovery,joint_wild_cluster_rademacher,12,0.25,0.5,"[""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",16
discovery,joint_wild_cluster_rademacher,12,0.25,0.5,"[""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",10
discovery,joint_wild_cluster_rademacher,12,0.25,0.5,"[""minimum_effect_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",6
discovery,joint_wild_cluster_rademacher,12,0.25,0.5,"[""minimum_effect_pass""]",1
discovery,joint_wild_cluster_rademacher,12,0.25,1.0,"[""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",1205
discovery,joint_wild_cluster_rademacher,12,0.25,1.0,"[""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",1149
discovery,joint_wild_cluster_rademacher,12,0.25,1.0,"[""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",676
discovery,joint_wild_cluster_rademacher,12,0.25,1.0,"[""control_adjusted_contrast_pass""]",667
discovery,joint_wild_cluster_rademacher,12,0.25,1.0,[],510
discovery,joint_wild_cluster_rademacher,12,0.25,1.0,"[""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",464
discovery,joint_wild_cluster_rademacher,12,0.25,1.0,"[""control_adjusted_contrast_pass"",""control_specificity_pass""]",424
discovery,joint_wild_cluster_rademacher,12,0.25,1.0,"[""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",241
discovery,joint_wild_cluster_rademacher,12,0.25,1.0,"[""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",206
discovery,joint_wild_cluster_rademacher,12,0.25,1.0,"[""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",172
discovery,joint_wild_cluster_rademacher,12,0.25,1.0,"[""effect_direction_reproduced_pass"",""target_contrast_positive_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",147
discovery,joint_wild_cluster_rademacher,12,0.25,1.0,"[""minimum_effect_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",61
discovery,joint_wild_cluster_rademacher,12,0.25,1.0,"[""minimum_effect_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",54
discovery,joint_wild_cluster_rademacher,12,0.25,1.0,"[""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",21
discovery,joint_wild_cluster_rademacher,12,0.25,1.0,"[""minimum_effect_pass"",""control_adjusted_contrast_pass""]",2
discovery,joint_wild_cluster_rademacher,12,0.25,1.0,"[""minimum_effect_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",1
discovery,joint_wild_cluster_rademacher,12,0.5,0.0,"[""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",3124
discovery,joint_wild_cluster_rademacher,12,0.5,0.0,[],2218
discovery,joint_wild_cluster_rademacher,12,0.5,0.0,"[""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",540
discovery,joint_wild_cluster_rademacher,12,0.5,0.0,"[""effect_direction_reproduced_pass"",""target_contrast_positive_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",111
discovery,joint_wild_cluster_rademacher,12,0.5,0.0,"[""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",6
discovery,joint_wild_cluster_rademacher,12,0.5,0.0,"[""minimum_effect_pass""]",1
discovery,joint_wild_cluster_rademacher,12,0.5,0.25,"[""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",3049
discovery,joint_wild_cluster_rademacher,12,0.5,0.25,[],2178
discovery,joint_wild_cluster_rademacher,12,0.5,0.25,"[""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",560
discovery,joint_wild_cluster_rademacher,12,0.5,0.25,"[""effect_direction_reproduced_pass"",""target_contrast_positive_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",142
discovery,joint_wild_cluster_rademacher,12,0.5,0.25,"[""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",31
discovery,joint_wild_cluster_rademacher,12,0.5,0.25,"[""control_adjusted_contrast_pass""]",15
discovery,joint_wild_cluster_rademacher,12,0.5,0.25,"[""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",14
discovery,joint_wild_cluster_rademacher,12,0.5,0.25,"[""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",4
discovery,joint_wild_cluster_rademacher,12,0.5,0.25,"[""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",3
discovery,joint_wild_cluster_rademacher,12,0.5,0.25,"[""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",3
discovery,joint_wild_cluster_rademacher,12,0.5,0.25,"[""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",1
discovery,joint_wild_cluster_rademacher,12,0.5,0.5,"[""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",2765
discovery,joint_wild_cluster_rademacher,12,0.5,0.5,[],1987
discovery,joint_wild_cluster_rademacher,12,0.5,0.5,"[""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",430
discovery,joint_wild_cluster_rademacher,12,0.5,0.5,"[""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",247
discovery,joint_wild_cluster_rademacher,12,0.5,0.5,"[""control_adjusted_contrast_pass""]",167
discovery,joint_wild_cluster_rademacher,12,0.5,0.5,"[""effect_direction_reproduced_pass"",""target_contrast_positive_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",151
discovery,joint_wild_cluster_rademacher,12,0.5,0.5,"[""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",89
discovery,joint_wild_cluster_rademacher,12,0.5,0.5,"[""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",86
discovery,joint_wild_cluster_rademacher,12,0.5,0.5,"[""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",34
discovery,joint_wild_cluster_rademacher,12,0.5,0.5,"[""control_adjusted_contrast_pass"",""control_specificity_pass""]",33
discovery,joint_wild_cluster_rademacher,12,0.5,0.5,"[""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",10
discovery,joint_wild_cluster_rademacher,12,0.5,0.5,"[""minimum_effect_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",1
discovery,joint_wild_cluster_rademacher,12,0.5,1.0,"[""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",1340
discovery,joint_wild_cluster_rademacher,12,0.5,1.0,"[""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",959
discovery,joint_wild_cluster_rademacher,12,0.5,1.0,"[""control_adjusted_contrast_pass"",""control_specificity_pass""]",853
discovery,joint_wild_cluster_rademacher,12,0.5,1.0,"[""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",799
discovery,joint_wild_cluster_rademacher,12,0.5,1.0,"[""control_adjusted_contrast_pass""]",739
discovery,joint_wild_cluster_rademacher,12,0.5,1.0,[],647
discovery,joint_wild_cluster_rademacher,12,0.5,1.0,"[""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",242
discovery,joint_wild_cluster_rademacher,12,0.5,1.0,"[""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",163
