scenario_id,base_scenario_id,address_id,record_id,support_id,relation,carrier,entitlement_status,partition,simulator_id,failure_predicate,prospective_cluster_count,minimum_attainable_exact_p,structurally_attainable,delta,control_response_lambda,replicates,overall_gate_pass_count,conditional_gate_passage_probability,monte_carlo_wilson_low,monte_carlo_wilson_high,empirically_passable,effective_resolution_attainable_count,effective_resolution_attainable_probability,support_available_pass_count,support_available_pass_probability,complement_admissible_pass_count,complement_admissible_pass_probability,effect_direction_reproduced_pass_count,effect_direction_reproduced_pass_probability,target_contrast_positive_pass_count,target_contrast_positive_pass_probability,minimum_effect_pass_count,minimum_effect_pass_probability,cluster_uncertainty_pass_count,cluster_uncertainty_pass_probability,raw_statistical_threshold_pass_count,raw_statistical_threshold_pass_probability,multiplicity_adjusted_threshold_pass_count,multiplicity_adjusted_threshold_pass_probability,control_adjusted_contrast_pass_count,control_adjusted_contrast_pass_probability,control_specificity_pass_count,control_specificity_pass_probability,mean_target_contrast,min_target_contrast,max_target_contrast,mean_target_response_from_simulated_null,min_target_response_from_simulated_null,max_target_response_from_simulated_null,mean_control_adjusted_contrast,min_control_adjusted_contrast,max_control_adjusted_contrast,mean_positive_control_adjusted_share,min_positive_control_adjusted_share,max_positive_control_adjusted_share,mean_bootstrap_ci_low,min_bootstrap_ci_low,max_bootstrap_ci_low,mean_bootstrap_positive_share,min_bootstrap_positive_share,max_bootstrap_positive_share,mean_direction_consistency,min_direction_consistency,max_direction_consistency,mean_independent_cluster_count,min_independent_cluster_count,max_independent_cluster_count,mean_raw_permutation_p,min_raw_permutation_p,max_raw_permutation_p,mean_source_template_unique_count,min_source_template_unique_count,max_source_template_unique_count,mean_source_template_reuse_fraction,min_source_template_reuse_fraction,max_source_template_reuse_fraction
CS-9cdec452ab473ede6f31cc2b,BS-2f1165e3814d64b754a1a278,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,measurement_missingness_concentration,12,0.000244140625,True,0.5,0.0,1000,897,0.897,0.8766163637675564,0.9143451899949129,True,939,0.939,1000,1.0,1000,1.0,1000,1.0,1000,1.0,999,0.999,994,0.994,898,0.898,898,0.898,1000,1.0,1000,1.0,0.3138078286117925,0.09990253411306042,0.75,0.3138078286117925,0.09990253411306042,0.75,0.3138078286117925,0.09990253411306042,0.75,1.0,1.0,1.0,0.12416630706211906,0.0,0.5333333333333333,0.9992717410042627,0.9287109375,1.0,0.999498997995992,0.5,1.0,6.063,1.0,11.0,0.03895849609375,0.00048828125,1.0,3.874,2.0,4.0,0.6771666666666635,0.6666666666666667,0.8333333333333334
CS-02d9a8c43576026b521e7252,BS-ffb5cea59a0eeab43b25edd6,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,measurement_missingness_concentration,3,0.125,False,0.75,0.0,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,False,0,0.0,1000,1.0,868,0.868,965,0.965,965,0.965,957,0.957,509,0.509,0,0.0,0,0.0,965,0.965,965,0.965,0.429041815284115,0.0,1.0,0.429041815284115,0.0,1.0,0.429041815284115,0.0,1.0,0.9907597535934292,0.0,1.0,0.28070806100217816,0.0,0.8,0.9995461856617647,0.94775390625,1.0,0.9866412213740458,0.5,1.0,1.525,0.0,3.0,0.594625,0.125,1.0,2.295,1.0,3.0,0.2350000000000018,0.0,0.6666666666666667
CS-613d6e11888af858f57ac8d9,BS-ffb5cea59a0eeab43b25edd6,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,measurement_missingness_concentration,4,0.0625,True,0.75,0.0,1000,69,0.069,0.054883945585911253,0.08641472022863728,True,71,0.071,1000,1.0,940,0.94,991,0.991,991,0.991,983,0.983,672,0.672,69,0.069,69,0.069,988,0.988,991,0.991,0.4285633362228971,0.0,1.0,0.4285633362228971,0.0,1.0,0.4285633362228971,0.0,1.0,0.9969818913480886,0.0,1.0,0.2648272156084649,0.022222222222222223,0.8,0.9991055443173363,0.95654296875,1.0,0.9905109489051095,0.5,1.0,2.029,0.0,4.0,0.4453125,0.0625,1.0,2.743,1.0,4.0,0.31425,0.0,0.75
CS-dc608b4302a9b923709a3342,BS-ffb5cea59a0eeab43b25edd6,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,measurement_missingness_concentration,5,0.03125,True,0.75,0.0,1000,185,0.185,0.16215480378454947,0.2102560540613503,True,192,0.192,1000,1.0,979,0.979,998,0.998,998,0.998,994,0.994,812,0.812,185,0.185,185,0.185,997,0.997,998,0.998,0.4274386758706217,0.0,0.875,0.4274386758706217,0.0,0.875,0.4274386758706217,0.0,0.875,0.998998998998999,0.0,1.0,0.24762880962142877,0.0,0.8,0.9987261444880073,0.93505859375,1.0,0.9987730061349693,0.5,1.0,2.519,0.0,5.0,0.31546875,0.03125,1.0,3.057,1.0,4.0,0.3885999999999966,0.19999999999999996,0.8
CS-2cece79f2cfa1480011297d8,BS-ffb5cea59a0eeab43b25edd6,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,measurement_missingness_concentration,6,0.015625,True,0.75,0.0,1000,339,0.339,0.3103265911536923,0.36890562507865643,True,361,0.361,1000,1.0,997,0.997,999,0.999,999,0.999,997,0.997,894,0.894,339,0.339,339,0.339,998,0.998,999,0.999,0.4296797386240194,0.0,0.9,0.4296797386240194,0.0,0.9,0.4296797386240194,0.0,0.9,0.999,0.0,1.0,0.23729896843151774,0.022222222222222223,0.8,0.9993511430369127,0.95751953125,1.0,0.9955654101995566,0.5,1.0,3.053,0.0,6.0,0.21809375,0.015625,1.0,3.283,1.0,4.0,0.4528333333333315,0.33333333333333337,0.8333333333333334
CS-dbf7667c837a68a54df126dc,BS-ffb5cea59a0eeab43b25edd6,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,measurement_missingness_concentration,8,0.00390625,True,0.75,0.0,1000,635,0.635,0.6046972526360328,0.6642695225728674,True,659,0.659,1000,1.0,1000,1.0,1000,1.0,1000,1.0,999,0.999,959,0.959,635,0.635,635,0.635,1000,1.0,1000,1.0,0.4291399984499319,0.05555555555555555,0.8787878787878788,0.4291399984499319,0.05555555555555555,0.8787878787878788,0.4291399984499319,0.05555555555555555,0.8787878787878788,1.0,1.0,1.0,0.21337657447407068,0.03333333333333333,0.8,0.9993309681308655,0.955078125,1.0,0.9963768115942029,0.5,1.0,4.066,0.0,8.0,0.1168515625,0.00390625,1.0,3.611,2.0,4.0,0.548625,0.5,0.75
CS-419f2eb25ad0a6b63f6db38f,BS-ffb5cea59a0eeab43b25edd6,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,measurement_missingness_concentration,10,0.0009765625,True,0.75,0.0,1000,817,0.817,0.7918366762890631,0.839737158831095,True,839,0.839,1000,1.0,1000,1.0,1000,1.0,1000,1.0,1000,1.0,985,0.985,817,0.817,817,0.817,1000,1.0,1000,1.0,0.4299523528888629,0.12573099415204678,0.763888888888889,0.4299523528888629,0.12573099415204678,0.763888888888889,0.4299523528888629,0.12573099415204678,0.763888888888889,1.0,1.0,1.0,0.1930218223753111,0.03333333333333333,0.9,0.9996470494923858,0.95751953125,1.0,0.9984817813765182,0.5,1.0,5.043,0.0,10.0,0.06496875,0.0009765625,1.0,3.788,2.0,4.0,0.6212000000000099,0.6,0.8
CS-21c5e25612d76002a17f832a,BS-ffb5cea59a0eeab43b25edd6,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,measurement_missingness_concentration,12,0.000244140625,True,0.75,0.0,1000,917,0.917,0.8982635048659464,0.9325449785571007,True,928,0.928,1000,1.0,1000,1.0,1000,1.0,1000,1.0,1000,1.0,995,0.995,917,0.917,917,0.917,1000,1.0,1000,1.0,0.4322997400408718,0.16222222222222224,0.7166257166257166,0.4322997400408718,0.16222222222222224,0.7166257166257166,0.4322997400408718,0.16222222222222224,0.7166257166257166,1.0,1.0,1.0,0.17938455571508244,0.05,0.65,0.9998203910175879,0.9521484375,1.0,1.0,1.0,1.0,6.047,1.0,12.0,0.036453369140625,0.000244140625,1.0,3.884,2.0,4.0,0.6763333333333309,0.6666666666666667,0.8333333333333334
CS-9343b96fe495e9f8d6985b90,BS-d4112dec03bd16d785b972b8,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,measurement_missingness_concentration,3,0.125,False,1.0,0.0,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,False,0,0.0,1000,1.0,866,0.866,968,0.968,968,0.968,965,0.965,520,0.52,0,0.0,0,0.0,968,0.968,968,0.968,0.5323336342923966,0.0,1.0,0.5323336342923966,0.0,1.0,0.5323336342923966,0.0,1.0,0.9979381443298969,0.0,1.0,0.3789316239316237,0.06666666666666667,0.9,0.9997154822716346,0.9599609375,1.0,0.997131931166348,0.5,1.0,1.518,0.0,3.0,0.592875,0.125,1.0,2.309,1.0,3.0,0.23033333333333497,0.0,0.6666666666666667
CS-7f8ab2cae145a937fe9d4888,BS-d4112dec03bd16d785b972b8,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,measurement_missingness_concentration,4,0.0625,True,1.0,0.0,1000,70,0.07,0.05577636414629404,0.08751464815128336,True,73,0.073,1000,1.0,938,0.938,998,0.998,998,0.998,997,0.997,700,0.7,70,0.07,70,0.07,998,0.998,998,0.998,0.5298202783680709,0.09523809523809523,1.0,0.5298202783680709,0.09523809523809523,1.0,0.5298202783680709,0.09523809523809523,1.0,1.0,1.0,1.0,0.3599960317460312,0.03333333333333333,0.9,0.9997307477678572,0.9619140625,1.0,0.9964539007092199,0.5,1.0,2.032,0.0,4.0,0.429125,0.0625,1.0,2.727,1.0,4.0,0.31825,0.0,0.75
CS-acf02a34b0944e4ce87f8512,BS-d4112dec03bd16d785b972b8,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,measurement_missingness_concentration,5,0.03125,True,1.0,0.0,1000,187,0.187,0.1640478150490631,0.21234773576289442,True,194,0.194,1000,1.0,987,0.987,998,0.998,998,0.998,998,0.998,806,0.806,187,0.187,187,0.187,998,0.998,998,0.998,0.5300308672489479,0.125,0.875,0.5300308672489479,0.125,0.875,0.5300308672489479,0.125,0.875,1.0,1.0,1.0,0.34260235732009897,0.03333333333333333,0.9,0.9997413199829405,0.96240234375,1.0,0.9987623762376238,0.5,1.0,2.527,0.0,5.0,0.31775,0.03125,1.0,3.032,1.0,4.0,0.39359999999999634,0.19999999999999996,0.8
CS-3821caaa69e4b49d78fed4ee,BS-d4112dec03bd16d785b972b8,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,measurement_missingness_concentration,6,0.015625,True,1.0,0.0,1000,338,0.338,0.3093514451469222,0.36788842460239773,True,341,0.341,1000,1.0,1000,1.0,1000,1.0,1000,1.0,1000,1.0,888,0.888,338,0.338,338,0.338,1000,1.0,1000,1.0,0.5247736604081502,0.15151515151515152,0.8888888888888888,0.5247736604081502,0.15151515151515152,0.8888888888888888,0.5247736604081502,0.15151515151515152,0.8888888888888888,1.0,1.0,1.0,0.323002377377377,0.03333333333333333,0.8333333333333334,0.9998251425253378,0.96240234375,1.0,0.998876404494382,0.5,1.0,3.026,0.0,6.0,0.22421875,0.015625,1.0,3.28,2.0,4.0,0.4533333333333319,0.33333333333333337,0.6666666666666667
CS-e58d5475cbefcde321ca8f32,BS-d4112dec03bd16d785b972b8,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,measurement_missingness_concentration,8,0.00390625,True,1.0,0.0,1000,640,0.64,0.609766237395941,0.6691622702281036,True,647,0.647,1000,1.0,1000,1.0,1000,1.0,1000,1.0,1000,1.0,967,0.967,640,0.64,640,0.64,1000,1.0,1000,1.0,0.5271038412364965,0.20833333333333334,0.8333333333333334,0.5271038412364965,0.20833333333333334,0.8333333333333334,0.5271038412364965,0.20833333333333334,0.8333333333333334,1.0,1.0,1.0,0.29508779402833135,0.049999999999999996,0.8,0.9999010308945191,0.96630859375,1.0,0.9994834710743802,0.5,1.0,4.018,0.0,8.0,0.11362890625,0.00390625,1.0,3.605,2.0,4.0,0.549375,0.5,0.75
CS-1fbad2f3d474c7161c6aed57,BS-d4112dec03bd16d785b972b8,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,measurement_missingness_concentration,10,0.0009765625,True,1.0,0.0,1000,843,0.843,0.8191441706597944,0.8642306730191147,True,845,0.845,1000,1.0,1000,1.0,1000,1.0,1000,1.0,1000,1.0,993,0.993,843,0.843,843,0.843,1000,1.0,1000,1.0,0.5275200902558252,0.26953003423591654,0.8278867102396514,0.5275200902558252,0.26953003423591654,0.8278867102396514,0.5275200902558252,0.26953003423591654,0.8278867102396514,1.0,1.0,1.0,0.26536694860051996,0.049999999999999996,0.8,0.9999503359453675,0.95703125,1.0,0.9994969818913481,0.5,1.0,5.017,0.0,10.0,0.056611328125,0.0009765625,1.0,3.794,2.0,4.0,0.6206000000000091,0.6,0.8
CS-cdf84381328d7bbae5d39bd6,BS-d4112dec03bd16d785b972b8,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,measurement_missingness_concentration,12,0.000244140625,True,1.0,0.0,1000,932,0.932,0.9146861384770105,0.9460075421914699,True,934,0.934,1000,1.0,1000,1.0,1000,1.0,1000,1.0,1000,1.0,999,0.999,932,0.932,932,0.932,1000,1.0,1000,1.0,0.5274937376231871,0.26666666666666666,0.7993966817496229,0.5274937376231871,0.26666666666666666,0.7993966817496229,0.5274937376231871,0.26666666666666666,0.7993966817496229,1.0,1.0,1.0,0.244186415251229,0.06666666666666667,0.8,0.999951122997998,0.9609375,1.0,1.0,1.0,1.0,5.995,1.0,12.0,0.031379638671875,0.000244140625,1.0,3.873,2.0,4.0,0.6772499999999968,0.6666666666666667,0.8333333333333334
CS-3ddad9bd8208486d1c10d254,BS-eb4c5c34e89010c6f92d6af3,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,measurement_missingness_concentration,3,0.125,False,1.5,0.0,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,False,0,0.0,1000,1.0,887,0.887,969,0.969,969,0.969,968,0.968,501,0.501,0,0.0,0,0.0,969,0.969,969,0.969,0.6799750349027956,0.07142857142857142,1.0,0.6799750349027956,0.07142857142857142,1.0,0.6799750349027956,0.07142857142857142,1.0,1.0,1.0,1.0,0.531503659347972,0.1,1.0,1.0,1.0,1.0,0.999003984063745,0.5,1.0,1.497,0.0,3.0,0.61025,0.125,1.0,2.332,1.0,3.0,0.22266666666666837,0.0,0.6666666666666667
CS-3282d5ef2391e6e093033d8a,BS-eb4c5c34e89010c6f92d6af3,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,measurement_missingness_concentration,4,0.0625,True,1.5,0.0,1000,56,0.056,0.043374813385442,0.07202334814973096,True,56,0.056,1000,1.0,939,0.939,995,0.995,995,0.995,995,0.995,686,0.686,56,0.056,56,0.056,995,0.995,995,0.995,0.6828899085760208,0.16666666666666666,1.0,0.6828899085760208,0.16666666666666666,1.0,0.6828899085760208,0.16666666666666666,1.0,1.0,1.0,1.0,0.5138969873663761,0.1,1.0,1.0,1.0,1.0,0.9992721979621543,0.5,1.0,1.994,0.0,4.0,0.44225,0.0625,1.0,2.724,1.0,4.0,0.319,0.0,0.75
CS-6c519d13fc6b353934ba23c1,BS-eb4c5c34e89010c6f92d6af3,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,measurement_missingness_concentration,5,0.03125,True,1.5,0.0,1000,186,0.186,0.1631011791493255,0.21130202517960314,True,186,0.186,1000,1.0,987,0.987,998,0.998,998,0.998,998,0.998,814,0.814,186,0.186,186,0.186,998,0.998,998,0.998,0.6824424665738738,0.2222222222222222,1.0,0.6824424665738738,0.2222222222222222,1.0,0.6824424665738738,0.2222222222222222,1.0,1.0,1.0,1.0,0.4959664209664213,0.1,1.0,0.9999544110872236,0.962890625,1.0,1.0,1.0,1.0,2.495,0.0,5.0,0.31525,0.03125,1.0,3.053,1.0,4.0,0.3893999999999968,0.19999999999999996,0.8
CS-ea29477aaa5bc1b8e77060b3,BS-eb4c5c34e89010c6f92d6af3,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,measurement_missingness_concentration,6,0.015625,True,1.5,0.0,1000,347,0.347,0.3181329587536671,0.37703802934291275,True,347,0.347,1000,1.0,998,0.998,1000,1.0,1000,1.0,1000,1.0,890,0.89,347,0.347,347,0.347,1000,1.0,1000,1.0,0.6813344278710498,0.27777777777777773,1.0,0.6813344278710498,0.27777777777777773,1.0,0.6813344278710498,0.27777777777777773,1.0,1.0,1.0,1.0,0.47191011235955094,0.1,1.0,0.9999577554424157,0.96240234375,1.0,1.0,1.0,1.0,3.004,0.0,6.0,0.225890625,0.015625,1.0,3.299,2.0,4.0,0.4501666666666654,0.33333333333333337,0.6666666666666667
CS-2d25b22e4958e1fdbed4bb58,BS-eb4c5c34e89010c6f92d6af3,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,measurement_missingness_concentration,8,0.00390625,True,1.5,0.0,1000,614,0.614,0.5834448620601524,0.643682637005141,True,615,0.615,1000,1.0,1000,1.0,1000,1.0,1000,1.0,1000,1.0,966,0.966,614,0.614,614,0.614,1000,1.0,1000,1.0,0.6815206349456574,0.30952380952380953,1.0,0.6815206349456574,0.30952380952380953,1.0,0.6815206349456574,0.30952380952380953,1.0,1.0,1.0,1.0,0.43783126293995905,0.1,1.0,0.9999974726643375,0.99755859375,1.0,1.0,1.0,1.0,3.978,0.0,8.0,0.11659375,0.00390625,1.0,3.621,2.0,4.0,0.547375,0.5,0.75
CS-498d7127a97c66e5a084a6b4,BS-eb4c5c34e89010c6f92d6af3,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,measurement_missingness_concentration,10,0.0009765625,True,1.5,0.0,1000,818,0.818,0.7928834388314774,0.8406827427717094,True,818,0.818,1000,1.0,1000,1.0,1000,1.0,1000,1.0,1000,1.0,989,0.989,818,0.818,818,0.818,1000,1.0,1000,1.0,0.6797071965713772,0.3055555555555556,0.9569444444444445,0.6797071965713772,0.3055555555555556,0.9569444444444445,0.6797071965713772,0.3055555555555556,0.9569444444444445,1.0,1.0,1.0,0.40737276710482007,0.1,1.0,0.9999990125758341,0.9990234375,1.0,1.0,1.0,1.0,4.995,1.0,9.0,0.062556640625,0.001953125,1.0,3.794,2.0,4.0,0.62060000000001,0.6,0.8
CS-02878cbd91abe9cbe95c52dd,BS-eb4c5c34e89010c6f92d6af3,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,measurement_missingness_concentration,12,0.000244140625,True,1.5,0.0,1000,930,0.93,0.9124853518487167,0.9442236358537061,True,930,0.93,1000,1.0,1000,1.0,1000,1.0,1000,1.0,1000,1.0,997,0.997,930,0.93,930,0.93,1000,1.0,1000,1.0,0.6804805490486201,0.35555555555555557,0.9095022624434389,0.6804805490486201,0.35555555555555557,0.9095022624434389,0.6804805490486201,0.35555555555555557,0.9095022624434389,1.0,1.0,1.0,0.3791681393386515,0.1,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,5.978,1.0,11.0,0.03362548828125,0.00048828125,1.0,3.887,2.0,4.0,0.6760833333333305,0.6666666666666667,0.8333333333333334
CS-8377fcb238534ad87a59b83e,BS-0b6535c86615bd2ef99704b6,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,measurement_missingness_concentration,3,0.125,False,2.0,0.0,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,False,0,0.0,1000,1.0,881,0.881,969,0.969,969,0.969,969,0.969,490,0.49,0,0.0,0,0.0,969,0.969,969,0.969,0.7884050236733423,0.25,1.0,0.7884050236733423,0.25,1.0,0.7884050236733423,0.25,1.0,1.0,1.0,1.0,0.6526870748299322,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.495,0.0,3.0,0.617,0.125,1.0,2.284,1.0,3.0,0.2386666666666685,0.0,0.6666666666666667
CS-bc478f02722b968f0c081ded,BS-0b6535c86615bd2ef99704b6,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,measurement_missingness_concentration,4,0.0625,True,2.0,0.0,1000,59,0.059,0.04601429821280047,0.07536090277145915,True,59,0.059,1000,1.0,947,0.947,995,0.995,995,0.995,995,0.995,681,0.681,59,0.059,59,0.059,995,0.995,995,0.995,0.7867863484143817,0.3125,1.0,0.7867863484143817,0.3125,1.0,0.7867863484143817,0.3125,1.0,1.0,1.0,1.0,0.6430494371023008,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.986,0.0,4.0,0.4479375,0.0625,1.0,2.725,1.0,4.0,0.31875,0.0,0.75
CS-a36d5459724ec494b2302e0d,BS-0b6535c86615bd2ef99704b6,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,measurement_missingness_concentration,5,0.03125,True,2.0,0.0,1000,181,0.181,0.15837194044398084,0.20606953146980334,True,181,0.181,1000,1.0,983,0.983,998,0.998,998,0.998,998,0.998,814,0.814,181,0.181,181,0.181,998,0.998,998,0.998,0.7849364321636131,0.4166666666666667,1.0,0.7849364321636131,0.4166666666666667,1.0,0.7849364321636131,0.4166666666666667,1.0,1.0,1.0,1.0,0.6284602784602786,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.476,0.0,5.0,0.3165,0.03125,1.0,3.052,1.0,4.0,0.38959999999999656,0.19999999999999996,0.8
CS-8ec2fd603fdf1ec2642f19d5,BS-0b6535c86615bd2ef99704b6,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,measurement_missingness_concentration,6,0.015625,True,2.0,0.0,1000,345,0.345,0.3161805044877085,0.3750057906428135,True,345,0.345,1000,1.0,998,0.998,998,0.998,998,0.998,998,0.998,890,0.89,345,0.345,345,0.345,998,0.998,998,0.998,0.7845653411228931,0.4166666666666667,1.0,0.7845653411228931,0.4166666666666667,1.0,0.7845653411228931,0.4166666666666667,1.0,1.0,1.0,1.0,0.6145505617977525,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.983,0.0,6.0,0.22628125,0.015625,1.0,3.279,1.0,4.0,0.4534999999999981,0.33333333333333337,0.8333333333333334
CS-70ea45896a1f2f12f83e4e0d,BS-0b6535c86615bd2ef99704b6,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,measurement_missingness_concentration,8,0.00390625,True,2.0,0.0,1000,623,0.623,0.5925457108141824,0.6525129065983711,True,623,0.623,1000,1.0,1000,1.0,1000,1.0,1000,1.0,1000,1.0,963,0.963,623,0.623,623,0.623,1000,1.0,1000,1.0,0.7796893361835288,0.4444444444444444,1.0,0.7796893361835288,0.4444444444444444,1.0,0.7796893361835288,0.4444444444444444,1.0,1.0,1.0,1.0,0.5728106611284172,0.1,1.0,1.0,1.0,1.0,0.9994813278008299,0.5,1.0,3.978,0.0,8.0,0.1182421875,0.00390625,1.0,3.601,2.0,4.0,0.549875,0.5,0.75
CS-fe51dda8a4d37b0d613a4d84,BS-0b6535c86615bd2ef99704b6,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,measurement_missingness_concentration,10,0.0009765625,True,2.0,0.0,1000,823,0.823,0.7981212935038732,0.8454066205144583,True,824,0.824,1000,1.0,1000,1.0,1000,1.0,1000,1.0,1000,1.0,989,0.989,823,0.823,823,0.823,1000,1.0,1000,1.0,0.7782011550020832,0.47500000000000003,1.0,0.7782011550020832,0.47500000000000003,1.0,0.7782011550020832,0.47500000000000003,1.0,1.0,1.0,1.0,0.5351154364678119,0.1,1.0,0.9999960503033367,0.99609375,1.0,1.0,1.0,1.0,4.947,0.0,9.0,0.063658203125,0.001953125,1.0,3.76,2.0,4.0,0.6240000000000093,0.6,0.8
CS-62846b4fc774a8630dd1a419,BS-0b6535c86615bd2ef99704b6,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,measurement_missingness_concentration,12,0.000244140625,True,2.0,0.0,1000,926,0.926,0.9080945943544141,0.940645007415893,True,926,0.926,1000,1.0,1000,1.0,1000,1.0,1000,1.0,1000,1.0,998,0.998,926,0.926,926,0.926,1000,1.0,1000,1.0,0.7771897121631567,0.48181818181818176,0.9629629629629629,0.7771897121631567,0.48181818181818176,0.9629629629629629,0.7771897121631567,0.48181818181818176,0.9629629629629629,1.0,1.0,1.0,0.5104431084390997,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.944,1.0,11.0,0.03397265625,0.00048828125,1.0,3.866,3.0,4.0,0.6778333333333305,0.6666666666666667,0.75
CS-1ab68d0d559749c333e60fcc,BS-6158ce693345d379a6e101af,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,measurement_missingness_concentration,3,0.125,False,0.25,0.25,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,False,0,0.0,1000,1.0,876,0.876,842,0.842,842,0.842,623,0.623,328,0.328,0,0.0,0,0.0,707,0.707,815,0.815,0.17414528368028892,0.0,0.875,0.17414528368028892,0.0,0.875,0.14352203028404706,-0.2857142857142857,0.875,0.7750783699059561,0.0,1.0,0.11377032520325221,0.022222222222222223,0.6,0.9950025604992379,0.95458984375,1.0,0.8009803921568629,0.0,1.0,1.501,0.0,3.0,0.669125,0.125,1.0,2.316,1.0,3.0,0.22800000000000134,0.0,0.6666666666666667
