paired_design_id,address_id,record_id,support_id,relation,carrier,entitlement_status,delta,control_response_lambda,reliability_target,scenario_axis_semantics,probability_semantics,discovery_partition_design_id,confirmation_partition_design_id,discovery_minimum_nominal_k,confirmation_minimum_nominal_k,minimum_total_nominal_objects,maximum_partition_nominal_k,partition_allocation_imbalance,discovery_robust_probability_at_selected_k,confirmation_robust_probability_at_selected_k,paired_robust_probability_at_selected_allocations,discovery_robust_final_tested_probability,confirmation_robust_final_tested_probability,paired_robust_final_tested_probability,partition_final_probability_gap,maximum_simulator_probability_spread_across_partitions,discovery_selected_support_efficiency_min,confirmation_selected_support_efficiency_min,paired_selected_support_efficiency_min,discovery_selected_mean_effective_clusters_min,confirmation_selected_mean_effective_clusters_min,paired_selected_mean_effective_clusters_min,discovery_design_class,confirmation_design_class,material_nonmonotone_any_partition,paired_design_class,paired_design_action,sealed_candidate_eligible,partition_separation_required,pooled_evaluation_prohibited,posthoc_object_migration_prohibited,confirmation_protocol_sealed_before_confirmation_access,simulator_stress_test_not_observed_evidence,extrapolation_beyond_tested_k_prohibited,required_next_action,numeric_extrapolation_performed,claim_entitlement_change_permitted
PP-6bbd814e993d2cac6d1682b1,1dbc920edffba9363b404b4e,Cp2_vs_Cp3__stability_plus_geometry,3e971f0bc08c8189f389,Cp2_vs_Cp3,stability_plus_geometry,fl3_entitled,0.5,0.0,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-12b567f89f471ff31089a205,PD-c6ce9e631138bea210940c38,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,empirically_never_passable,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-04bf5e12badfc7b9c02c832d,1dbc920edffba9363b404b4e,Cp2_vs_Cp3__stability_plus_geometry,3e971f0bc08c8189f389,Cp2_vs_Cp3,stability_plus_geometry,fl3_entitled,0.5,0.25,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-806973ff06983abe4f7c13a6,PD-73202aae6dd5f851dd0cd505,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,empirically_never_passable,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-aa81f72b3c2285b28b8beada,1dbc920edffba9363b404b4e,Cp2_vs_Cp3__stability_plus_geometry,3e971f0bc08c8189f389,Cp2_vs_Cp3,stability_plus_geometry,fl3_entitled,0.5,0.5,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-cd794b4c7f0baa2809605d6c,PD-e0bb8d068bb73a2aa9d0bbeb,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,empirically_never_passable,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-02b79f253bd210fd95ec90c0,1dbc920edffba9363b404b4e,Cp2_vs_Cp3__stability_plus_geometry,3e971f0bc08c8189f389,Cp2_vs_Cp3,stability_plus_geometry,fl3_entitled,0.5,1.0,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-f92fc258fb4e4fc92bae264c,PD-a8a3e80a59b7bde9f1cca194,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,empirically_never_passable,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-375e9a4cf3ddf8403dd39059,1dbc920edffba9363b404b4e,Cp2_vs_Cp3__stability_plus_geometry,3e971f0bc08c8189f389,Cp2_vs_Cp3,stability_plus_geometry,fl3_entitled,0.75,0.0,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-60b0a0776716c5ac29c20df2,PD-db0ae71812e3a884550c8c73,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,empirically_never_passable,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-6f0214312cf733fd84435cce,1dbc920edffba9363b404b4e,Cp2_vs_Cp3__stability_plus_geometry,3e971f0bc08c8189f389,Cp2_vs_Cp3,stability_plus_geometry,fl3_entitled,0.75,0.25,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-f05a3830dcf1c9d23a6bbecc,PD-3fbbe02b8150856b2d173a3f,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,empirically_never_passable,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-c41c4f0e1700b064823b0b89,1dbc920edffba9363b404b4e,Cp2_vs_Cp3__stability_plus_geometry,3e971f0bc08c8189f389,Cp2_vs_Cp3,stability_plus_geometry,fl3_entitled,0.75,0.5,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-ff7793fc70bed7fdb45d1281,PD-7e7960286ad8bae54a2c59e4,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,empirically_never_passable,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-0dea36d6a704beb948d86619,1dbc920edffba9363b404b4e,Cp2_vs_Cp3__stability_plus_geometry,3e971f0bc08c8189f389,Cp2_vs_Cp3,stability_plus_geometry,fl3_entitled,0.75,1.0,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-7ada872350d5198b6cfe0f4f,PD-0b06ab044e1d21d32892ab97,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,empirically_never_passable,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-7123c49fff873c78ea5097d3,1dbc920edffba9363b404b4e,Cp2_vs_Cp3__stability_plus_geometry,3e971f0bc08c8189f389,Cp2_vs_Cp3,stability_plus_geometry,fl3_entitled,1.0,0.0,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-859315e4a04ff80f9a4c2feb,PD-ff34a7b4540b75dafe1d246e,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,empirically_never_passable,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-59962747209dc1b537484cff,1dbc920edffba9363b404b4e,Cp2_vs_Cp3__stability_plus_geometry,3e971f0bc08c8189f389,Cp2_vs_Cp3,stability_plus_geometry,fl3_entitled,1.0,0.25,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-e8e8509f46e58943dc19c984,PD-73769a5d6ea781df1ad94e28,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,empirically_never_passable,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-45b4548878bdd973d16a01c4,1dbc920edffba9363b404b4e,Cp2_vs_Cp3__stability_plus_geometry,3e971f0bc08c8189f389,Cp2_vs_Cp3,stability_plus_geometry,fl3_entitled,1.0,0.5,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-61aca7eb677d936808dd21e6,PD-51654c88b17e215c8dd71b73,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,empirically_never_passable,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-e7853bc7db25392c8d3bd4ec,1dbc920edffba9363b404b4e,Cp2_vs_Cp3__stability_plus_geometry,3e971f0bc08c8189f389,Cp2_vs_Cp3,stability_plus_geometry,fl3_entitled,1.0,1.0,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-b819f23d7e987adccc88ff5d,PD-293afa41779d3afb54f97206,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,empirically_never_passable,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-ed0c999906e40eb0b6a1408a,1dbc920edffba9363b404b4e,Cp2_vs_Cp3__stability_plus_geometry,3e971f0bc08c8189f389,Cp2_vs_Cp3,stability_plus_geometry,fl3_entitled,1.5,0.0,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-d708a282080ed4a44c43f971,PD-e8004f70fa8fb4e7f7a14c41,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,empirically_never_passable,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-fb4c4c5711b2962fdfb8d30d,1dbc920edffba9363b404b4e,Cp2_vs_Cp3__stability_plus_geometry,3e971f0bc08c8189f389,Cp2_vs_Cp3,stability_plus_geometry,fl3_entitled,1.5,0.25,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-d83b80d7db4bc65299ed38f9,PD-357487c0c738501fcae44a0b,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,empirically_never_passable,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-fca1be470e013af6c0253cc1,1dbc920edffba9363b404b4e,Cp2_vs_Cp3__stability_plus_geometry,3e971f0bc08c8189f389,Cp2_vs_Cp3,stability_plus_geometry,fl3_entitled,1.5,0.5,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-b49d0062dde8b6bd966a403f,PD-188ed8223c1ee8091993b230,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,empirically_never_passable,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-906e50b80e50f680aafca92b,1dbc920edffba9363b404b4e,Cp2_vs_Cp3__stability_plus_geometry,3e971f0bc08c8189f389,Cp2_vs_Cp3,stability_plus_geometry,fl3_entitled,1.5,1.0,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-44b60c3bf2bf9040641a4117,PD-ed244d3eb6dd776623f041bc,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,empirically_never_passable,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-494f27fc77b78c17baad26c9,1dbc920edffba9363b404b4e,Cp2_vs_Cp3__stability_plus_geometry,3e971f0bc08c8189f389,Cp2_vs_Cp3,stability_plus_geometry,fl3_entitled,2.0,0.0,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-cb9de1704e76a4ae0b575cec,PD-a9b128b6fd8e1ec33d63cc93,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,empirically_never_passable,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-b3ba5de1ae8eb8b0b13d46ac,1dbc920edffba9363b404b4e,Cp2_vs_Cp3__stability_plus_geometry,3e971f0bc08c8189f389,Cp2_vs_Cp3,stability_plus_geometry,fl3_entitled,2.0,0.25,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-dc49050dfb29d2a909e02930,PD-4e88ae3ecc925710b9109d5e,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,empirically_never_passable,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-769639b7fd8507825d650fd9,1dbc920edffba9363b404b4e,Cp2_vs_Cp3__stability_plus_geometry,3e971f0bc08c8189f389,Cp2_vs_Cp3,stability_plus_geometry,fl3_entitled,2.0,0.5,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-2d92b763f089bfd8b48b9350,PD-9a8d093ba5bebac23dcb02cb,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,empirically_never_passable,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-752940b3b186d4fc666430c9,1dbc920edffba9363b404b4e,Cp2_vs_Cp3__stability_plus_geometry,3e971f0bc08c8189f389,Cp2_vs_Cp3,stability_plus_geometry,fl3_entitled,2.0,1.0,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-8050784aad2f0b5b278c46f0,PD-0d2576b53c4dee0818dc5586,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,empirically_never_passable,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-edeae30830469a09e55bbb07,bfa569fbae807b7f50c3389f,C_vs_Cp2__stability_core_3,c683c10822cc59ae7587,C_vs_Cp2,stability_core_3,fl3_entitled,0.0,0.0,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-4f1d9a8fa54b87a897e156c9,PD-3d83a604bb080862f8836e43,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,empirically_never_passable,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-c1bb0daeba0a9e984fb490a3,bfa569fbae807b7f50c3389f,C_vs_Cp2__stability_core_3,c683c10822cc59ae7587,C_vs_Cp2,stability_core_3,fl3_entitled,0.25,0.0,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-ffa8abf6847a11f73bdba638,PD-7cd19f89c7e20c9e91968cc7,,,,,,,,,0.0,0.099,0.0,0.099,0.009000000000000001,,,,,,,empirically_never_passable,robust_passage_below_target,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-12d2d996f9674b125b41ae36,bfa569fbae807b7f50c3389f,C_vs_Cp2__stability_core_3,c683c10822cc59ae7587,C_vs_Cp2,stability_core_3,fl3_entitled,0.25,0.25,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-27823fa07eb49187714f2fcf,PD-93900aec7668cdb79c605061,,,,,,,,,0.0,0.077,0.0,0.077,0.011999999999999997,,,,,,,empirically_never_passable,robust_passage_below_target,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-dc977a9e391b8493168426de,bfa569fbae807b7f50c3389f,C_vs_Cp2__stability_core_3,c683c10822cc59ae7587,C_vs_Cp2,stability_core_3,fl3_entitled,0.25,0.5,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-06fb21f0bc63d8675994b466,PD-1aecfce638ca8665770be01b,,,,,,,,,0.0,0.093,0.0,0.093,0.017,,,,,,,empirically_never_passable,robust_passage_below_target,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-d69731488f05f595a7989570,bfa569fbae807b7f50c3389f,C_vs_Cp2__stability_core_3,c683c10822cc59ae7587,C_vs_Cp2,stability_core_3,fl3_entitled,0.25,1.0,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-15c402e2edd27e4c4d5ed9a1,PD-ac583fdf2885e4db91fc00a5,,,,,,,,,0.0,0.035,0.0,0.035,0.005000000000000001,,,,,,,empirically_never_passable,robust_passage_below_target,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-7edf9f4735efddf3b2368554,bfa569fbae807b7f50c3389f,C_vs_Cp2__stability_core_3,c683c10822cc59ae7587,C_vs_Cp2,stability_core_3,fl3_entitled,0.5,0.0,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-e22dbdf77107dffc96764a70,PD-8bd62a59fd2ef3b5bd639b11,,,,,,,,,0.0,0.232,0.0,0.232,0.026999999999999996,,,,,,,empirically_never_passable,robust_passage_below_target,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
